Month,Decade,Tmax(C),Tmin(C)
11,1966-1975,19.9,11.4
11,1966-1975,21.5,12.6
11,1966-1975,20.5,15.3
11,1966-1975,20.6,14.7
11,1966-1975,23.5,14.6
11,1966-1975,22.4,16.5
11,1966-1975,23.3,13.9
11,1966-1975,22.6,13.5
11,1966-1975,22,15.3
11,1966-1975,21.3,15.3
11,1966-1975,18,9.3
11,1966-1975,16.2,7.8
11,1966-1975,18.4,11
11,1966-1975,19.7,11.2
11,1966-1975,19.8,10.8
11,1966-1975,19.7,12.3
11,1966-1975,20.6,9.9
11,1966-1975,21.4,11.2
11,1966-1975,21.4,11.3
11,1966-1975,21.1,16.4
12,1966-1975,20.8,15.7
12,1966-1975,21.4,15.4
12,1966-1975,22.3,17.3
12,1966-1975,21.8,16.3
12,1966-1975,22.5,15.8
12,1966-1975,21.8,16.4
12,1966-1975,24.5,14.2
12,1966-1975,23.9,15.5
12,1966-1975,22.4,14.7
12,1966-1975,20.8,13.4
12,1966-1975,22.4,15
12,1966-1975,20.9,10.1
12,1966-1975,22.3,12.6
12,1966-1975,24,16.5
12,1966-1975,22.8,15.6
12,1966-1975,24.3,15.4
12,1966-1975,22.9,16.2
12,1966-1975,22,15.7
12,1966-1975,21.2,11.7
12,1966-1975,20.8,15.3
12,1966-1975,22.3,13.3
12,1966-1975,24,15.2
12,1966-1975,23.7,12.3
12,1966-1975,23.5,12.8
12,1966-1975,24.4,17
12,1966-1975,26.5,14
12,1966-1975,20.4,13.1
12,1966-1975,22.2,13.1
12,1966-1975,23,15.7
12,1966-1975,22.2,15.7
12,1966-1975,24,16.8
01,1966-1975,23,16.9
01,1966-1975,24.9,16.5
01,1966-1975,25.1,17.6
01,1966-1975,23.2,17.8
01,1966-1975,27.6,18.9
01,1966-1975,26,20.3
01,1966-1975,26.6,20.1
01,1966-1975,26.1,18.1
01,1966-1975,26,18
01,1966-1975,24.5,18.8
01,1966-1975,23.5,18.4
01,1966-1975,23.8,16.2
01,1966-1975,24.7,16.6
01,1966-1975,24.3,17.9
01,1966-1975,23.7,15.4
01,1966-1975,22.1,14.4
01,1966-1975,23.3,14.9
01,1966-1975,23.8,15.3
01,1966-1975,25.2,14.6
01,1966-1975,24.6,15.5
01,1966-1975,25.8,16
01,1966-1975,26.2,16
01,1966-1975,25.3,19
01,1966-1975,24.6,19.2
01,1966-1975,25.5,17.1
01,1966-1975,26.1,17.3
01,1966-1975,24.8,17.2
01,1966-1975,24.6,17.2
01,1966-1975,26.4,16.1
01,1966-1975,26.5,16.6
01,1966-1975,25.1,17.9
02,1966-1975,24.9,18.4
02,1966-1975,23.4,17.7
02,1966-1975,25.2,19.4
02,1966-1975,26.2,18.9
02,1966-1975,26.4,21.4
02,1966-1975,26.9,18.2
02,1966-1975,22.4,14
02,1966-1975,22.5,13
02,1966-1975,24.3,13
02,1966-1975,24.7,14.8
02,1966-1975,25.1,15.6
02,1966-1975,24.1,15.2
02,1966-1975,28,17.4
02,1966-1975,27.4,19.9
02,1966-1975,27.2,21.2
02,1966-1975,26.7,20.5
02,1966-1975,27,17.5
02,1966-1975,24.2,16.7
02,1966-1975,25.2,16.6
02,1966-1975,26.5,16.6
02,1966-1975,24,18.2
02,1966-1975,23.3,19.3
02,1966-1975,23,19.6
02,1966-1975,22.3,20.1
02,1966-1975,23.4,18.2
02,1966-1975,19.8,13.2
02,1966-1975,21.6,12.7
02,1966-1975,21.8,14.6
03,1966-1975,23.2,14.4
03,1966-1975,23,15.3
03,1966-1975,23,13.6
03,1966-1975,19.5,17.8
03,1966-1975,22.8,14.4
03,1966-1975,22.4,12.5
03,1966-1975,22.3,12.7
03,1966-1975,23.2,11.6
03,1966-1975,23,12.8
03,1966-1975,22,15.1
03,1966-1975,21.4,15.4
03,1966-1975,17.8,14.9
03,1966-1975,21.2,15.8
03,1966-1975,21.4,14.2
03,1966-1975,22.3,15.4
03,1966-1975,23.2,15.4
03,1966-1975,22.3,14.8
03,1966-1975,23.5,17
03,1966-1975,22,13.5
03,1966-1975,23.2,15.4
03,1966-1975,23.1,16.5
03,1966-1975,21.6,17.5
03,1966-1975,22,13.4
03,1966-1975,24.1,14.2
03,1966-1975,23.7,16.2
03,1966-1975,23.9,15.3
03,1966-1975,21.6,13.8
03,1966-1975,21.3,16.5
03,1966-1975,19.3,9.7
03,1966-1975,21.2,9.3
03,1966-1975,21,10.5
04,1966-1975,20.7,14.5
04,1966-1975,20.7,14.8
04,1966-1975,17.6,13.2
04,1966-1975,19.8,11.6
04,1966-1975,20.1,12.1
04,1966-1975,22.2,13
04,1966-1975,21.3,14
04,1966-1975,21.6,11.5
04,1966-1975,21.2,14.9
04,1966-1975,20.2,13.8
04,1966-1975,21.6,12.6
04,1966-1975,20.4,12.7
04,1966-1975,20.8,13.9
04,1966-1975,23,13.4
04,1966-1975,19.3,12.2
04,1966-1975,20.2,14.2
04,1966-1975,18.7,14.2
04,1966-1975,17.7,14.3
04,1966-1975,20.8,14.7
04,1966-1975,19.1,14.9
04,1966-1975,21.8,14.8
04,1966-1975,22.7,12
04,1966-1975,20,11.5
04,1966-1975,20.4,13.1
04,1966-1975,21,12.2
04,1966-1975,21.6,9.5
04,1966-1975,20,9.7
04,1966-1975,19,10.3
04,1966-1975,19,11.3
04,1966-1975,18.8,13
05,1966-1975,20.7,11.1
05,1966-1975,20.9,14.5
05,1966-1975,20.9,14.8
05,1966-1975,18.6,15
05,1966-1975,19.2,16.2
05,1966-1975,20.6,13.9
05,1966-1975,20.4,12.7
05,1966-1975,18,9.2
05,1966-1975,18.4,10.4
05,1966-1975,17.7,10.9
05,1966-1975,20.2,10.5
05,1966-1975,20.4,14.8
05,1966-1975,20.5,13.9
05,1966-1975,20.8,15.5
05,1966-1975,20,13.6
05,1966-1975,19.2,12.1
05,1966-1975,19.1,10.1
05,1966-1975,15.5,7.1
05,1966-1975,15.6,5.1
05,1966-1975,16.4,7.2
05,1966-1975,17.6,6.9
05,1966-1975,16.3,4.8
05,1966-1975,14.7,5.7
05,1966-1975,14.7,8.4
05,1966-1975,15.4,5.7
05,1966-1975,14,5.4
05,1966-1975,14.2,5.2
05,1966-1975,14.3,5.7
05,1966-1975,14.9,6.6
05,1966-1975,16.4,9
05,1966-1975,17.3,9.8
06,1966-1975,19.6,12.5
06,1966-1975,18.7,11.2
06,1966-1975,16.5,11.1
06,1966-1975,18,14.3
06,1966-1975,19.2,15.2
06,1966-1975,19.3,15.8
06,1966-1975,18.6,13
06,1966-1975,20,12.6
06,1966-1975,17.8,11
06,1966-1975,16.3,8.2
06,1966-1975,16.7,11.3
06,1966-1975,17.4,10.5
06,1966-1975,16.9,8.4
06,1966-1975,17.2,10.1
06,1966-1975,15.3,9.8
06,1966-1975,15.5,10.1
06,1966-1975,16.5,10.1
06,1966-1975,17.1,7.3
06,1966-1975,13.5,5
06,1966-1975,13.6,5.7
06,1966-1975,13.9,8.4
06,1966-1975,14.7,7.8
06,1966-1975,16.7,6.4
06,1966-1975,17.7,9
06,1966-1975,17.7,10.5
06,1966-1975,17,11.3
06,1966-1975,15.8,8.8
06,1966-1975,16.4,7.6
06,1966-1975,16,8.9
06,1966-1975,14.9,8.9
07,1966-1975,15.8,6.9
07,1966-1975,16.6,8.9
07,1966-1975,14.4,7.7
07,1966-1975,14,8.9
07,1966-1975,14.1,8.3
07,1966-1975,14.7,6.6
07,1966-1975,14.5,6.7
07,1966-1975,14.2,3.5
07,1966-1975,12.6,5.7
07,1966-1975,11.6,6.2
07,1966-1975,12.4,6.6
07,1966-1975,13.8,7
07,1966-1975,13.4,4
07,1966-1975,13.7,4.2
07,1966-1975,13.2,5
07,1966-1975,12.9,4.9
07,1966-1975,11.6,0.6
07,1966-1975,12.1,4
07,1966-1975,14.9,5.2
07,1966-1975,16,4.1
07,1966-1975,14.6,6.4
07,1966-1975,14,7.7
07,1966-1975,14.4,5.6
07,1966-1975,12.8,2.4
07,1966-1975,12.3,4.4
07,1966-1975,14.7,7.1
07,1966-1975,14.1,7.2
07,1966-1975,17.8,9.5
07,1966-1975,15.3,9.1
07,1966-1975,17.3,9.4
07,1966-1975,16,6
08,1966-1975,16.4,6.8
08,1966-1975,14.9,8.4
08,1966-1975,12.7,10.3
08,1966-1975,13.4,10.2
08,1966-1975,15,12.9
08,1966-1975,17.8,5.6
08,1966-1975,15.4,8.6
08,1966-1975,15.6,9.2
08,1966-1975,17.3,8.6
08,1966-1975,17.1,8.9
08,1966-1975,14.9,9.8
08,1966-1975,16.4,12.2
08,1966-1975,15.6,9.2
08,1966-1975,15.5,8.6
08,1966-1975,15.8,8
08,1966-1975,16.1,10.7
08,1966-1975,20.3,11.3
08,1966-1975,14.4,7.6
08,1966-1975,15.1,5.7
08,1966-1975,14.2,3
08,1966-1975,14,4.5
08,1966-1975,13.4,3.7
08,1966-1975,14.2,1.9
08,1966-1975,14.3,5.6
08,1966-1975,15.6,12.1
08,1966-1975,18.8,12.3
08,1966-1975,16.8,14.2
08,1966-1975,17.4,12
08,1966-1975,18.7,9.5
08,1966-1975,16.2,8.9
08,1966-1975,17.2,10.5
09,1966-1975,15.7,8.9
09,1966-1975,15.4,8.1
09,1966-1975,13.1,8.9
09,1966-1975,15.3,8
09,1966-1975,16.6,8.7
09,1966-1975,17.7,12.2
09,1966-1975,15.8,11.3
09,1966-1975,14.6,11.4
09,1966-1975,14.6,9.2
09,1966-1975,15.7,6.1
09,1966-1975,16.5,10.1
09,1966-1975,17.5,11.9
09,1966-1975,16.4,8.8
09,1966-1975,13.2,9.2
09,1966-1975,15.4,5.6
09,1966-1975,15.6,6.1
09,1966-1975,15.4,4.4
09,1966-1975,17.4,9.6
09,1966-1975,18.2,9.4
09,1966-1975,16.7,12
09,1966-1975,16.9,12
09,1966-1975,16.7,11.9
09,1966-1975,17.4,10.1
09,1966-1975,16.1,7.4
09,1966-1975,15.6,9.2
09,1966-1975,16.7,11.7
09,1966-1975,16.4,10.8
09,1966-1975,18.1,14.1
09,1966-1975,18,12.2
09,1966-1975,16.7,7.9
10,1966-1975,15.2,9.1
10,1966-1975,15.7,8.8
10,1966-1975,19.3,13.3
10,1966-1975,18.3,9.4
10,1966-1975,22,15
10,1966-1975,18.7,11.8
10,1966-1975,19,7.9
10,1966-1975,17.7,10.9
10,1966-1975,17.2,10.4
10,1966-1975,15.4,7.9
10,1966-1975,16.1,9.9
10,1966-1975,16.9,12.3
10,1966-1975,15.7,10.4
10,1966-1975,16.5,12.2
10,1966-1975,16.7,6.9
10,1966-1975,17.3,8.6
10,1966-1975,19.6,13
10,1966-1975,20.8,16
10,1966-1975,20.4,12.8
10,1966-1975,16.7,10.1
10,1966-1975,17.5,10.7
10,1966-1975,17.7,8.3
10,1966-1975,18.8,12.7
10,1966-1975,15.5,12.2
10,1966-1975,15.6,10.3
10,1966-1975,16.2,12.4
10,1966-1975,16.8,12
10,1966-1975,19.2,13.6
10,1966-1975,18,9.1
10,1966-1975,17.3,11.8
10,1966-1975,16.4,12.4
11,1966-1975,17.3,11.4
11,1966-1975,17,9.3
11,1966-1975,18.3,7.9
11,1966-1975,19.9,10.1
11,1966-1975,19.7,12.4
11,1966-1975,16.9,9.2
11,1966-1975,21.4,10.4
11,1966-1975,22.1,10.5
11,1966-1975,21.1,10
11,1966-1975,21.8,11.7
11,1966-1975,21.6,11.8
11,1966-1975,20.5,12.2
11,1966-1975,21.8,11.7
11,1966-1975,20.2,10.9
11,1966-1975,21,11
11,1966-1975,21.2,15
11,1966-1975,21.2,16
11,1966-1975,19.8,13.3
11,1966-1975,18.2,11.6
11,1966-1975,21.2,14.7
11,1966-1975,19.2,10.5
11,1966-1975,21.8,13.8
11,1966-1975,20.6,15.4
11,1966-1975,19.6,10.9
11,1966-1975,21.7,14.1
11,1966-1975,22.3,14.2
11,1966-1975,18.2,12.4
11,1966-1975,18.4,13.5
11,1966-1975,19.6,13.9
11,1966-1975,19.3,9.3
12,1966-1975,19.6,9.9
12,1966-1975,20.3,14.1
12,1966-1975,21.3,16.9
12,1966-1975,23.4,14.9
12,1966-1975,18.7,14.6
12,1966-1975,18.8,11.3
12,1966-1975,20.2,11
12,1966-1975,21.3,14.3
12,1966-1975,19.8,13.8
12,1966-1975,19.4,13.9
12,1966-1975,22.2,13
12,1966-1975,21.8,12.6
12,1966-1975,23.2,15.7
12,1966-1975,22.2,13.3
12,1966-1975,20.6,13.9
12,1966-1975,22.1,16.3
12,1966-1975,23.3,16
12,1966-1975,23.7,15.6
12,1966-1975,23.5,14.3
12,1966-1975,23.3,14.6
12,1966-1975,22.7,16.5
12,1966-1975,23.5,16.6
12,1966-1975,22.2,15.1
12,1966-1975,21.8,15.6
12,1966-1975,22.1,13.1
12,1966-1975,22.7,17.4
12,1966-1975,21.6,17.4
12,1966-1975,22.9,12.6
12,1966-1975,24.8,15
12,1966-1975,23.7,17
12,1966-1975,24.3,19
01,1966-1975,22.4,19
01,1966-1975,23.9,19.4
01,1966-1975,22.7,16.6
01,1966-1975,23.7,15.4
01,1966-1975,22.6,15.1
01,1966-1975,21.2,15.4
01,1966-1975,21.2,12.7
01,1966-1975,20.1,12.3
01,1966-1975,19.5,12.3
01,1966-1975,21.3,16.3
01,1966-1975,21.6,15.9
01,1966-1975,22.3,17.5
01,1966-1975,24.2,17.9
01,1966-1975,22.7,15.9
01,1966-1975,22.4,15.2
01,1966-1975,20.3,11.7
01,1966-1975,20.1,15
01,1966-1975,20.9,17.4
01,1966-1975,20.7,15.7
01,1966-1975,21.9,13.2
01,1966-1975,23.3,16.8
01,1966-1975,22.8,15.8
01,1966-1975,20.5,14.6
01,1966-1975,21.7,12.9
01,1966-1975,23.2,11.6
01,1966-1975,23,14.8
01,1966-1975,24.6,15.3
01,1966-1975,25.4,17
01,1966-1975,24.9,17
01,1966-1975,22.2,15.1
01,1966-1975,21,16.6
02,1966-1975,22,16.7
02,1966-1975,20.7,11
02,1966-1975,20,11.7
02,1966-1975,20.2,15.6
02,1966-1975,21.3,17.4
02,1966-1975,22,15.4
02,1966-1975,23.5,12.9
02,1966-1975,22.4,11.2
02,1966-1975,22.4,17.3
02,1966-1975,20,11.1
02,1966-1975,21.7,13.6
02,1966-1975,23.2,15.6
02,1966-1975,23.6,14.2
02,1966-1975,22.4,14.4
02,1966-1975,21.6,14.1
02,1966-1975,23.3,16.5
02,1966-1975,23.9,14
02,1966-1975,22.8,12.9
02,1966-1975,23.3,13.2
02,1966-1975,23.8,15
02,1966-1975,24.7,18.9
02,1966-1975,25,18.6
02,1966-1975,23.9,18.1
02,1966-1975,25.8,20.6
02,1966-1975,25.1,16.3
02,1966-1975,22,13.3
02,1966-1975,23.2,17.6
02,1966-1975,22.8,15.2
02,1966-1975,24.6,13.1
03,1966-1975,23.3,15.8
03,1966-1975,22.6,12.4
03,1966-1975,23.6,16.3
03,1966-1975,24.6,19
03,1966-1975,24.4,19.7
03,1966-1975,24.3,16.7
03,1966-1975,21.8,16.4
03,1966-1975,24.2,16.4
03,1966-1975,18.9,17
03,1966-1975,22.7,18.7
03,1966-1975,27.2,21.5
03,1966-1975,24.4,18.1
03,1966-1975,22.6,18.9
03,1966-1975,22,16
03,1966-1975,20.6,10.4
03,1966-1975,20.3,15.5
03,1966-1975,21,16.9
03,1966-1975,22.1,15.6
03,1966-1975,19.3,10.7
03,1966-1975,22.5,12.7
03,1966-1975,22.2,13.7
03,1966-1975,23.6,15.4
03,1966-1975,23.9,12
03,1966-1975,24.3,16.9
03,1966-1975,23.8,17.1
03,1966-1975,24.5,16.5
03,1966-1975,24.3,16.1
03,1966-1975,24.6,14.3
03,1966-1975,24,15.3
03,1966-1975,23.9,17.5
03,1966-1975,22.1,17.5
04,1966-1975,20.7,17
04,1966-1975,20.6,17
04,1966-1975,19.7,15.8
04,1966-1975,19.9,16.3
04,1966-1975,20,12.6
04,1966-1975,20.7,13.3
04,1966-1975,22.7,18.3
04,1966-1975,22.7,17.2
04,1966-1975,21.3,16.2
04,1966-1975,21.9,12.7
04,1966-1975,22.2,11.1
04,1966-1975,22.1,12.6
04,1966-1975,21.4,14.1
04,1966-1975,18.6,8.4
04,1966-1975,17.3,9.2
04,1966-1975,16.1,7.6
04,1966-1975,18.6,11
04,1966-1975,17.9,11.3
04,1966-1975,18.6,11.6
04,1966-1975,20,14
04,1966-1975,18.2,13.3
04,1966-1975,19.4,15.4
04,1966-1975,19.7,12
04,1966-1975,20.5,15.7
04,1966-1975,21.6,14.9
04,1966-1975,21.6,14.6
04,1966-1975,17.8,13.9
04,1966-1975,18,10.1
04,1966-1975,19.8,13.3
04,1966-1975,16.6,12.8
05,1966-1975,17.9,13.7
05,1966-1975,18.2,8.4
05,1966-1975,17.4,9.8
05,1966-1975,17.2,9.4
05,1966-1975,18.7,10.1
05,1966-1975,16.2,6.4
05,1966-1975,16.6,10.9
05,1966-1975,18,9.4
05,1966-1975,16.6,8.9
05,1966-1975,17.6,9.5
05,1966-1975,17.4,10.7
05,1966-1975,17.8,8.6
05,1966-1975,18.3,10.4
05,1966-1975,19.5,15.4
05,1966-1975,18.3,12.7
05,1966-1975,18.2,10.6
05,1966-1975,16.7,11.8
05,1966-1975,17.2,11
05,1966-1975,18.3,12.5
05,1966-1975,16.7,11.5
05,1966-1975,17.1,10.2
05,1966-1975,17.4,8.2
05,1966-1975,15.4,6.8
05,1966-1975,16.6,10.2
05,1966-1975,17.4,11.6
05,1966-1975,16.3,6.8
05,1966-1975,13.2,7.8
05,1966-1975,16.8,9.9
05,1966-1975,14.3,9.4
05,1966-1975,15,10.7
05,1966-1975,14.8,10.9
06,1966-1975,13.5,9.3
06,1966-1975,14.8,11.4
06,1966-1975,15.4,10.6
06,1966-1975,16.1,7.6
06,1966-1975,12.7,5.2
06,1966-1975,12.8,4.7
06,1966-1975,12.6,5
06,1966-1975,12.4,6
06,1966-1975,14.4,6.8
06,1966-1975,13.7,4.5
06,1966-1975,13.5,3.2
06,1966-1975,11.7,5.2
06,1966-1975,13.7,6.2
06,1966-1975,11,7.3
06,1966-1975,12.2,9.2
06,1966-1975,13.6,4.4
06,1966-1975,12.7,6.4
06,1966-1975,14.4,10.4
06,1966-1975,14.7,5.8
06,1966-1975,9.7,3.2
06,1966-1975,12.5,9.1
06,1966-1975,13.8,10
06,1966-1975,13.4,10.6
06,1966-1975,14.7,9.7
06,1966-1975,12.4,10.2
06,1966-1975,15.3,9
06,1966-1975,10.6,5
06,1966-1975,11.8,4.5
06,1966-1975,12.5,1.8
06,1966-1975,11.8,1.8
07,1966-1975,14.3,6.2
07,1966-1975,16.3,9.1
07,1966-1975,17.1,8.1
07,1966-1975,14.8,6.6
07,1966-1975,13.2,6.9
07,1966-1975,13.3,3.3
07,1966-1975,12.2,2.4
07,1966-1975,14.4,5.4
07,1966-1975,15.8,4.4
07,1966-1975,15.1,10.8
07,1966-1975,16.7,10.7
07,1966-1975,16.6,11
07,1966-1975,13.7,9.2
07,1966-1975,13.9,9.2
07,1966-1975,15.5,12.2
07,1966-1975,15,9.4
07,1966-1975,14.8,10
07,1966-1975,13.9,8.6
07,1966-1975,14.3,11.5
07,1966-1975,15,5.9
07,1966-1975,15.9,7.3
07,1966-1975,14.1,9.2
07,1966-1975,15.3,8.9
07,1966-1975,15.8,7.2
07,1966-1975,12.7,5.7
07,1966-1975,11.7,3.3
07,1966-1975,11.3,2
07,1966-1975,13.7,4.6
07,1966-1975,15.8,6.9
07,1966-1975,15.2,7
07,1966-1975,11.8,3.3
08,1966-1975,12,1.6
08,1966-1975,12.5,2
08,1966-1975,11.7,1.8
08,1966-1975,11.8,3.6
08,1966-1975,13.9,4.3
08,1966-1975,12.5,5.4
08,1966-1975,13,3.7
08,1966-1975,12.7,1.5
08,1966-1975,13,5.6
08,1966-1975,15.7,8.2
08,1966-1975,15.3,4.4
08,1966-1975,14.8,7.6
08,1966-1975,15.6,8.2
08,1966-1975,12.2,8.3
08,1966-1975,13.7,8.3
08,1966-1975,14.4,8.4
08,1966-1975,13.7,8.5
08,1966-1975,14.9,8.1
08,1966-1975,13.7,6.3
08,1966-1975,13.1,7.6
08,1966-1975,13.6,8.2
08,1966-1975,13.8,5.8
08,1966-1975,13.8,4.7
08,1966-1975,11.4,7.4
08,1966-1975,14.8,3.6
08,1966-1975,14.8,6.4
08,1966-1975,15.3,9
08,1966-1975,13.9,8.2
08,1966-1975,14.3,8.6
08,1966-1975,16,10.4
08,1966-1975,17.6,8.1
09,1966-1975,17,10
09,1966-1975,16.9,13.1
09,1966-1975,17.1,6
09,1966-1975,15.4,8.3
09,1966-1975,12.9,3.2
09,1966-1975,14.8,8.2
09,1966-1975,15.2,11.9
09,1966-1975,14.9,12.2
09,1966-1975,16.7,12.1
09,1966-1975,19.4,9.2
09,1966-1975,14.2,9.9
09,1966-1975,14.8,10.6
09,1966-1975,15.9,6.2
09,1966-1975,17.8,11.4
09,1966-1975,18.3,10
09,1966-1975,14.7,10.9
09,1966-1975,16.4,10.5
09,1966-1975,15.2,5.4
09,1966-1975,15.8,8.4
09,1966-1975,17.5,10.7
09,1966-1975,15.8,8.2
09,1966-1975,14,8.6
09,1966-1975,15.1,11.8
09,1966-1975,15.8,12.5
09,1966-1975,17,13
09,1966-1975,16.9,12.6
09,1966-1975,16.7,12
09,1966-1975,17.3,10.5
09,1966-1975,16.7,13.1
09,1966-1975,15.7,10.9
10,1966-1975,16.7,7.8
10,1966-1975,14.4,9.2
10,1966-1975,15.7,10.1
10,1966-1975,15.9,9.3
10,1966-1975,17.8,12.7
10,1966-1975,18.1,10.4
10,1966-1975,20.2,14.4
10,1966-1975,20.3,16
10,1966-1975,19.2,14.9
10,1966-1975,19.1,13.2
10,1966-1975,15.7,12.1
10,1966-1975,17,13.2
10,1966-1975,17.7,14.3
10,1966-1975,18.7,10.6
10,1966-1975,16.8,11
10,1966-1975,16.5,12.6
10,1966-1975,18.4,11.2
10,1966-1975,14.4,11.2
10,1966-1975,16.1,11.9
10,1966-1975,14.9,12
10,1966-1975,17.4,8.6
10,1966-1975,17,12.2
10,1966-1975,16.6,12.7
10,1966-1975,18.3,9.1
10,1966-1975,19.8,10.8
10,1966-1975,20.2,13
10,1966-1975,20.7,12.1
10,1966-1975,15.4,11.6
10,1966-1975,17.1,12.1
10,1966-1975,18.3,12.2
10,1966-1975,17.7,11.8
11,1966-1975,18.5,13.6
11,1966-1975,19.7,10.8
11,1966-1975,20.7,12.3
11,1966-1975,23.1,16.5
11,1966-1975,23.4,15.3
11,1966-1975,22.1,13.4
11,1966-1975,21.8,14.5
11,1966-1975,23.6,14.5
11,1966-1975,23.2,15.9
11,1966-1975,22.9,15
11,1966-1975,19.8,15.1
11,1966-1975,19.4,12.1
11,1966-1975,20.6,11.8
11,1966-1975,22.4,15.1
11,1966-1975,24,15.6
11,1966-1975,21.1,15.7
11,1966-1975,24.4,15.3
11,1966-1975,18.7,15
11,1966-1975,20.8,13.4
11,1966-1975,22,14
11,1966-1975,22.8,16.7
11,1966-1975,24.2,16.5
11,1966-1975,22.3,15.6
11,1966-1975,17.4,14.1
11,1966-1975,18.7,10
11,1966-1975,19.1,10.7
11,1966-1975,21.2,15.5
11,1966-1975,23.3,17.1
11,1966-1975,22.4,15.4
11,1966-1975,20.3,14.7
12,1966-1975,21.9,12
12,1966-1975,20.3,11.4
12,1966-1975,19.2,11.3
12,1966-1975,17.9,14.1
12,1966-1975,18.4,13.3
12,1966-1975,19.4,13.5
12,1966-1975,19.9,11.7
12,1966-1975,18.8,14.4
12,1966-1975,19.4,14.4
12,1966-1975,18.5,15
12,1966-1975,19.4,13
12,1966-1975,19.4,13.1
12,1966-1975,20.1,14.5
12,1966-1975,21.1,9.1
12,1966-1975,17.3,11.2
12,1966-1975,18.7,14.5
12,1966-1975,21.3,17.1
12,1966-1975,21.6,14.8
12,1966-1975,24,15.7
12,1966-1975,19.6,13.2
12,1966-1975,18.7,13.3
12,1966-1975,19,15.1
12,1966-1975,18.5,14.7
12,1966-1975,20.6,14.8
12,1966-1975,25.6,19
12,1966-1975,24,13.3
12,1966-1975,19.5,14.4
12,1966-1975,18.4,11.1
12,1966-1975,19.7,12.3
12,1966-1975,19.4,15.5
12,1966-1975,25.3,18.7
01,1966-1975,24,16.7
01,1966-1975,22.4,15.6
01,1966-1975,20.4,14
01,1966-1975,25.9,14.7
01,1966-1975,26.4,16.7
01,1966-1975,25.4,15.9
01,1966-1975,24.6,18.8
01,1966-1975,24.2,15.6
01,1966-1975,26.2,17.9
01,1966-1975,23.2,14
01,1966-1975,26.6,19.3
01,1966-1975,22.1,15.1
01,1966-1975,20.4,12.6
01,1966-1975,24.9,12.7
01,1966-1975,24.5,13.1
01,1966-1975,25.2,16.8
01,1966-1975,25.9,18.4
01,1966-1975,20,16.7
01,1966-1975,23.5,15.7
01,1966-1975,22.4,17.3
01,1966-1975,21.6,17.1
01,1966-1975,21.7,17.9
01,1966-1975,20.9,18.2
01,1966-1975,22.6,15.7
01,1966-1975,20.2,10.3
01,1966-1975,21.8,15.9
01,1966-1975,22.9,19.1
01,1966-1975,22.7,16.7
01,1966-1975,20.1,16.4
01,1966-1975,20.6,12.5
01,1966-1975,22.6,15.9
02,1966-1975,24.5,12.2
02,1966-1975,24.9,14.9
02,1966-1975,25.4,14.5
02,1966-1975,26.2,19
02,1966-1975,23.9,18.5
02,1966-1975,23.3,19.8
02,1966-1975,26.2,20.2
02,1966-1975,23.1,20.6
02,1966-1975,24.1,16.6
02,1966-1975,21,14.4
02,1966-1975,23.9,17.2
02,1966-1975,23,15.2
02,1966-1975,18,12.3
02,1966-1975,23.7,13
02,1966-1975,23.2,13.1
02,1966-1975,23.3,11.3
02,1966-1975,22.6,11.4
02,1966-1975,24.1,14.2
02,1966-1975,24.2,12.8
02,1966-1975,23.6,13.4
02,1966-1975,22,16.8
02,1966-1975,21.6,13.4
02,1966-1975,24.4,13.7
02,1966-1975,24.3,15.2
02,1966-1975,24.9,14.4
02,1966-1975,23.6,14.2
02,1966-1975,23.2,14.9
02,1966-1975,25,14.3
03,1966-1975,26.3,14.9
03,1966-1975,25.3,16.4
03,1966-1975,24,16.7
03,1966-1975,24.7,17.8
03,1966-1975,25.5,16.6
03,1966-1975,24.2,17.8
03,1966-1975,23.3,16
03,1966-1975,20.7,16.4
03,1966-1975,20.1,13.2
03,1966-1975,23.6,16.3
03,1966-1975,23.4,15.6
03,1966-1975,23.1,17.1
03,1966-1975,25.2,17
03,1966-1975,24.4,17.4
03,1966-1975,26.2,20.1
03,1966-1975,26.6,20
03,1966-1975,25.2,18.6
03,1966-1975,22.7,16.1
03,1966-1975,23.7,16.7
03,1966-1975,22,15.4
03,1966-1975,22.4,18
03,1966-1975,23,17.6
03,1966-1975,21.1,11.9
03,1966-1975,23.5,16
03,1966-1975,19.2,14
03,1966-1975,19.4,10.4
03,1966-1975,21,13.4
03,1966-1975,19,10.3
03,1966-1975,19.7,10.4
03,1966-1975,19.3,8.7
03,1966-1975,20.3,12.3
04,1966-1975,22.3,12.3
04,1966-1975,20.8,13.3
04,1966-1975,17.3,10
04,1966-1975,18.4,11.7
04,1966-1975,18.5,10.2
04,1966-1975,19.9,9.4
04,1966-1975,18.3,7.6
04,1966-1975,18.6,10.4
04,1966-1975,19.4,15.2
04,1966-1975,20,12.8
04,1966-1975,20.7,14.5
04,1966-1975,20.3,14.3
04,1966-1975,19.4,13.8
04,1966-1975,19.4,14.4
04,1966-1975,17.5,14.1
04,1966-1975,19.6,14.7
04,1966-1975,20.3,16.7
04,1966-1975,19.1,10.8
04,1966-1975,19.3,14.5
04,1966-1975,21.6,16.4
04,1966-1975,19.4,14.8
04,1966-1975,18.8,12.4
04,1966-1975,20.4,14.4
04,1966-1975,20.3,13
04,1966-1975,16.7,7.6
04,1966-1975,16.9,10.2
